"item-title","item-title href","item-title src","copies-text","card-footer","px-3","submission-preview src"
"Aratz Muñoz","https://sortitoutsi.net/graphics/browse/1/1820087/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000449019.png","2000449019","0
                                 2","",""
"Aritz","https://sortitoutsi.net/graphics/browse/1/1726493/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000448985.png","2000448985","Contribute","",""
"Aser Palacios","https://sortitoutsi.net/graphics/browse/1/1574635/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000280048.png","2000280048","0
                                 2","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000280048.png?width=100&height=100"
"Borja","https://sortitoutsi.net/graphics/browse/1/1462876/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000222572.png","2000222572","0
                                 3","V 2023.03","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.03/2000222572.png?width=100&height=100"
"Calebe","https://sortitoutsi.net/graphics/browse/1/961248/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/19363221.png","19363221","0
                                 11","",""
"Carles Aleñá","https://sortitoutsi.net/graphics/browse/1/458317/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67213011.png","67213011","4
                                 28","",""
"Carlo Viso","https://sortitoutsi.net/graphics/browse/1/1811944/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000395712.png","2000395712","Contribute","",""
"Carlos Ballestero","https://sortitoutsi.net/graphics/browse/1/1488852/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000185123.png","2000185123","0
                                 4","V 2025.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.02/2000185123.png?width=100&height=100"
"Carlos Benavídez","https://sortitoutsi.net/graphics/browse/1/486543/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/78081773.png","78081773","1
                                 20","",""
"Carlos Vicente","https://sortitoutsi.net/graphics/browse/1/786401/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67258842.png","67258842","3
                                 11","V 2024.06","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.06/67258842.png?width=100&height=100"
"Chema Aragüés","https://sortitoutsi.net/graphics/browse/1/1435901/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000165973.png","2000165973","0
                                 7","V 2023.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.10/2000165973.png?width=100&height=100"
"Daniel Lyubomirov","https://sortitoutsi.net/graphics/browse/1/1564760/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000296182.png","2000296182","0
                                 4","V 2024.06","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.06/2000296182.png?width=100&height=100"
