"item-title","item-title href","item-title src","copies-text","card-footer","px-3","submission-preview src"
"Richard Martínez","https://sortitoutsi.net/graphics/browse/1/1811771/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000366019.png","2000366019","Contribute","",""
"Sergi Marina","https://sortitoutsi.net/graphics/browse/1/1820881/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000476367.png","2000476367","Contribute","",""
"Sergi Puig","https://sortitoutsi.net/graphics/browse/1/460455/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67247577.png","67247577","0
                                 12","V 2023.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.07/67247577.png?width=100&height=100"
"Sergio Cortés","https://sortitoutsi.net/graphics/browse/1/1813120/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000476430.png","2000476430","Contribute","",""
"Shinnosuke Katsushima","https://sortitoutsi.net/graphics/browse/1/1594988/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000164290.png","2000164290","0
                                 2","V 2024.04","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.04/2000164290.png?width=100&height=100"
"Thomas Lemar","https://sortitoutsi.net/graphics/browse/1/503990/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/85093001.png","85093001","2
                                 43","",""
"Toni López","https://sortitoutsi.net/graphics/browse/1/1820331/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000480766.png","2000480766","Contribute","",""
"Unai Reverte","https://sortitoutsi.net/graphics/browse/1/1813299/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000410379.png","2000410379","Contribute","",""
"Viktor Tsygankov","https://sortitoutsi.net/graphics/browse/1/470878/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/71080414.png","71080414","10
                                 24","V 2024.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.10/71080414.png?width=100&height=100"
"Vitor Reis","https://sortitoutsi.net/graphics/browse/1/1463589/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000221609.png","2000221609","1
                                 15","",""
"Vladyslav Krapyvtsov","https://sortitoutsi.net/graphics/browse/1/1470835/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000210771.png","2000210771","1
                                 10","V 2024.11","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.11/2000210771.png?width=100&height=100"
"Vladyslav Vanat","https://sortitoutsi.net/graphics/browse/1/1069078/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/71113671.png","71113671","1
                                 13","",""
"Yaser Asprilla","https://sortitoutsi.net/graphics/browse/1/1263032/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000053239.png","2000053239","1
                                 17","V 2024.11","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.11/2000053239.png?width=100&height=100"
"Zakarya Maïga","https://sortitoutsi.net/graphics/browse/1/1801611/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000407492.png","2000407492","Contribute","",""
